Enrollment Number,Year,Stream,pass/fail,midsem1.TOC,midsem1.DBMS,midsem1.OS,midsem1.Software Engineering,midsem1.Neural Networks and Deep Learning,midsem1.ESP,midsem1.SDP,midsem2.TOC,midsem2.DBMS,midsem2.OS,midsem2.Software Engineering,midsem2.Neural Networks and Deep Learning,midsem2.ESP,midsem2.SDP,midsem1lab.DBMS,midsem1lab.OS,midsem1lab.Software Engineering,midsem2lab.DBMS,midsem2lab.OS,midsem2lab.Software Engineering,internal_marks.TOC,internal_marks.DBMS,internal_marks.OS,internal_marks.Software Engineering,internal_marks.Neural Networks and Deep Learning,internal_marks.ESP,internal_marks.SDP,lab_final.DBMS,lab_final.OS,lab_final.Software Engineering,final_theory.TOC,final_theory.DBMS,final_theory.OS,final_theory.Software Engineering,final_theory.Neural Networks and Deep Learning,final_theory.ESP,final_theory.SDP
9016,3rd,CSEAI,Pass,19.0,25.0,1.0,30.0,16.0,22.0,2.0,2.0,3.0,13.0,4.0,19.0,19.0,5.0,18.0,30.0,30.0,0.0,27.0,26.0,15.0,23.0,28.0,10.0,5.0,14.0,44.0,29.0,53.0,64.0,90.0,20.0,42.0,86.0,94.0,39.0,30.0
9017,3rd,CSE,Pass,5.0,3.0,12.0,22.0,14.0,27.0,16.0,14.0,2.0,22.0,9.0,28.0,9.0,22.0,21.0,13.0,24.0,23.0,6.0,17.0,27.0,3.0,19.0,50.0,8.0,46.0,33.0,9.0,95.0,27.0,83.0,76.0,61.0,38.0,97.0,28.0,83.0
9018,3rd,CSEIOTCSBT,Pass,25.0,30.0,15.0,24.0,16.0,18.0,13.0,24.0,18.0,17.0,13.0,24.0,18.0,1.0,17.0,20.0,11.0,29.0,9.0,27.0,28.0,68.0,2.0,31.0,42.0,30.0,15.0,56.0,29.0,40.0,49.0,83.0,51.0,9.0,18.0,81.0,81.0
9019,3rd,CSE,Pass,2.0,3.0,2.0,16.0,9.0,21.0,13.0,6.0,10.0,6.0,21.0,12.0,21.0,,25.0,17.0,28.0,21.0,29.0,13.0,6.0,50.0,31.0,14.0,14.0,33.0,11.0,76.0,47.0,38.0,83.0,118.0,54.0,57.0,27.0,10.0,23.0
9020,3rd,CSE,Fail,22.0,20.0,4.0,28.0,17.0,6.0,30.0,2.0,10.0,19.0,6.0,14.0,14.0,15.0,17.0,16.0,28.0,22.0,15.0,16.0,11.0,45.0,21.0,14.0,1.0,16.0,25.0,37.0,98.0,96.0,12.0,55.0,4.0,16.0,33.0,35.0,36.0
9021,3rd,CSEIOTCSBT,Fail,3.0,20.0,30.0,26.0,12.0,0.0,9.0,20.0,14.0,3.0,28.0,1.0,17.0,27.0,4.0,23.0,26.0,13.0,,24.0,21.0,39.0,31.0,0.0,39.0,31.0,16.0,16.0,32.0,12.0,98.0,48.0,69.0,2.0,68.0,56.0,13.0
9022,3rd,CSEIOTCSBT,Fail,19.0,26.0,9.0,17.0,11.0,19.0,6.0,17.0,26.0,24.0,21.0,7.0,7.0,12.0,40.0,15.0,7.0,13.0,25.0,8.0,26.0,38.0,11.0,41.0,34.0,28.0,34.0,49.0,15.0,19.0,39.0,10.0,84.0,1.0,16.0,73.0,28.0
9023,3rd,CSEIOTCSBT,Fail,2.0,21.0,21.0,0.0,1.0,29.0,13.0,6.0,11.0,16.0,21.0,4.0,22.0,5.0,3.0,3.0,24.0,7.0,17.0,13.0,13.0,26.0,29.0,0.0,25.0,16.0,31.0,70.0,48.0,21.0,48.0,33.0,21.0,63.0,12.0,64.0,97.0
9024,3rd,CSEAI,Pass,6.0,15.0,7.0,19.0,6.0,5.0,14.0,30.0,20.0,17.0,7.0,21.0,27.0,1.0,2.0,13.0,9.0,27.0,25.0,22.0,28.0,16.0,5.0,3.0,19.0,48.0,15.0,77.0,43.0,30.0,67.0,86.0,86.0,98.0,57.0,84.0,77.0
9025,3rd,CSE,Pass,20.0,20.0,13.0,4.0,15.0,18.0,7.0,3.0,3.0,24.0,10.0,16.0,27.0,24.0,11.0,28.0,26.0,13.0,13.0,13.0,17.0,29.0,16.0,49.0,26.0,27.0,7.0,35.0,18.0,100.0,93.0,84.0,31.0,61.0,26.0,13.0,42.0
9026,3rd,CSEAI,Pass,5.0,28.0,12.0,28.0,1.0,13.0,19.0,2.0,15.0,5.0,27.0,5.0,21.0,7.0,23.0,10.0,9.0,29.0,20.0,21.0,38.0,26.0,19.0,31.0,42.0,0.0,25.0,19.0,92.0,4.0,60.0,17.0,28.0,29.0,95.0,51.0,18.0
9027,3rd,CSE(AIML),Pass,17.0,1.0,0.0,,26.0,,23.0,27.0,1.0,16.0,2.0,12.0,5.0,16.0,6.0,2.0,15.0,24.0,27.0,9.0,28.0,48.0,45.0,40.0,29.0,36.0,32.0,66.0,17.0,60.0,44.0,27.0,29.0,64.0,13.0,92.0,12.0
9028,3rd,CSEIOTCSBT,Pass,3.0,20.0,24.0,30.0,6.0,17.0,29.0,19.0,3.0,0.0,15.0,6.0,30.0,19.0,5.0,2.0,10.0,16.0,18.0,5.0,25.0,19.0,42.0,27.0,37.0,6.0,16.0,90.0,,87.0,45.0,66.0,77.0,25.0,37.0,2.0,25.0
9029,3rd,CSE,Fail,2.0,16.0,6.0,21.0,19.0,27.0,8.0,28.0,3.0,21.0,2.0,30.0,27.0,9.0,8.0,7.0,12.0,24.0,13.0,21.0,42.0,6.0,26.0,5.0,21.0,6.0,27.0,8.0,51.0,97.0,48.0,19.0,32.0,91.0,23.0,17.0,1.0
9030,3rd,CSE(AIML),Pass,6.0,23.0,26.0,20.0,28.0,13.0,18.0,16.0,21.0,25.0,21.0,18.0,6.0,4.0,21.0,4.0,28.0,4.0,19.0,5.0,41.0,43.0,13.0,45.0,49.0,14.0,42.0,17.0,51.0,83.0,28.0,32.0,73.0,70.0,31.0,51.0,71.0
9031,3rd,CSEIOTCSBT,Pass,21.0,9.0,12.0,25.0,15.0,14.0,49.0,14.0,2.0,15.0,17.0,2.0,21.0,22.0,23.0,12.0,23.0,8.0,11.0,29.0,18.0,14.0,0.0,43.0,13.0,45.0,33.0,97.0,97.0,68.0,16.0,52.0,99.0,88.0,36.0,7.0,63.0
9032,3rd,CSEIOT,Fail,18.0,10.0,22.0,8.0,12.0,4.0,20.0,8.0,4.0,0.0,30.0,24.0,6.0,24.0,14.0,27.0,2.0,22.0,0.0,26.0,38.0,13.0,13.0,22.0,33.0,20.0,50.0,55.0,49.0,20.0,52.0,9.0,96.0,57.0,46.0,3.0,17.0
9033,3rd,CSE,Pass,24.0,18.0,29.0,6.0,26.0,11.0,24.0,14.0,23.0,27.0,12.0,18.0,26.0,28.0,25.0,17.0,7.0,15.0,20.0,20.0,20.0,7.0,18.0,40.0,44.0,40.0,7.0,47.0,73.0,73.0,59.0,61.0,31.0,96.0,8.0,79.0,73.0
9034,3rd,CSE,Fail,12.0,0.0,10.0,12.0,19.0,13.0,0.0,9.0,15.0,6.0,14.0,12.0,19.0,1.0,1.0,22.0,30.0,10.0,11.0,10.0,7.0,15.0,10.0,7.0,26.0,48.0,6.0,58.0,16.0,44.0,55.0,15.0,64.0,29.0,77.0,31.0,68.0
9035,3rd,CSEIOT,Pass,25.0,3.0,28.0,,7.0,11.0,9.0,18.0,10.0,7.0,10.0,28.0,14.0,2.0,21.0,1.0,26.0,6.0,14.0,4.0,15.0,25.0,8.0,11.0,15.0,37.0,5.0,21.0,74.0,18.0,62.0,49.0,108.0,80.0,48.0,83.0,40.0
9036,3rd,CSEIOTCSBT,Pass,23.0,18.0,18.0,0.0,3.0,28.0,27.0,18.0,16.0,19.0,30.0,8.0,14.0,24.0,18.0,4.0,3.0,28.0,45.0,30.0,40.0,21.0,16.0,13.0,4.0,49.0,22.0,9.0,44.0,28.0,78.0,98.0,72.0,81.0,75.0,64.0,60.0
9037,3rd,CSEAI,Pass,24.0,11.0,30.0,5.0,10.0,2.0,27.0,3.0,7.0,19.0,18.0,24.0,1.0,8.0,3.0,30.0,11.0,27.0,23.0,19.0,33.0,3.0,27.0,76.0,8.0,38.0,34.0,34.0,35.0,50.0,56.0,64.0,16.0,77.0,83.0,18.0,38.0
9038,3rd,CSBS,Fail,14.0,1.0,15.0,26.0,0.0,11.0,9.0,16.0,6.0,23.0,9.0,29.0,23.0,2.0,24.0,25.0,9.0,,1.0,23.0,11.0,43.0,20.0,44.0,13.0,1.0,5.0,11.0,19.0,32.0,24.0,55.0,87.0,49.0,36.0,28.0,9.0
9039,3rd,CSEIOTCSBT,Pass,2.0,16.0,11.0,21.0,5.0,20.0,27.0,27.0,25.0,24.0,29.0,1.0,25.0,2.0,1.0,27.0,22.0,25.0,3.0,10.0,32.0,25.0,,28.0,27.0,18.0,27.0,40.0,50.0,42.0,0.0,55.0,66.0,36.0,12.0,49.0,80.0
9040,3rd,CSEIOT,Pass,3.0,4.0,4.0,25.0,0.0,2.0,10.0,7.0,3.0,13.0,14.0,13.0,6.0,24.0,23.0,48.0,28.0,4.0,8.0,14.0,26.0,26.0,37.0,38.0,4.0,21.0,20.0,54.0,24.0,73.0,37.0,89.0,16.0,56.0,82.0,100.0,12.0
9041,3rd,CSE,Fail,19.0,3.0,20.0,18.0,3.0,19.0,20.0,4.0,14.0,27.0,1.0,11.0,20.0,25.0,19.0,9.0,9.0,21.0,15.0,29.0,4.0,18.0,42.0,6.0,30.0,4.0,50.0,60.0,17.0,26.0,8.0,49.0,3.0,55.0,52.0,64.0,48.0
9042,3rd,CSEIOT,Pass,26.0,20.0,6.0,18.0,14.0,23.0,20.0,15.0,4.0,9.0,10.0,12.0,10.0,15.0,15.0,27.0,6.0,18.0,9.0,4.0,48.0,33.0,34.0,10.0,27.0,2.0,28.0,57.0,10.0,87.0,76.0,40.0,81.0,46.0,10.0,98.0,89.0
9043,3rd,CSE(AIML),Pass,2.0,13.0,30.0,21.0,19.0,30.0,21.0,15.0,25.0,9.0,4.0,27.0,8.0,20.0,28.0,22.0,30.0,0.0,7.0,26.0,45.0,7.0,17.0,23.0,43.0,27.0,32.0,18.0,53.0,76.0,24.0,33.0,46.0,7.0,7.0,30.0,101.0
9044,3rd,CSE(AIML),Fail,25.0,10.0,29.0,17.0,9.0,8.0,17.0,15.0,21.0,27.0,6.0,13.0,30.0,22.0,0.0,2.0,25.0,23.0,30.0,29.0,44.0,34.0,22.0,21.0,13.0,32.0,8.0,14.0,2.0,28.0,20.0,16.0,12.0,64.0,79.0,20.0,
9045,3rd,CSEIOT,Fail,26.0,13.0,19.0,,5.0,1.0,10.0,1.0,17.0,26.0,15.0,5.0,23.0,3.0,27.0,28.0,17.0,29.0,3.0,11.0,2.0,42.0,1.0,43.0,16.0,27.0,43.0,67.0,50.0,19.0,32.0,23.0,42.0,60.0,21.0,12.0,30.0
9046,3rd,CSEIOT,Pass,21.0,17.0,29.0,5.0,9.0,22.0,15.0,1.0,23.0,6.0,22.0,25.0,4.0,10.0,4.0,22.0,11.0,3.0,4.0,17.0,7.0,21.0,49.0,5.0,23.0,16.0,4.0,73.0,25.0,92.0,80.0,78.0,42.0,22.0,13.0,73.0,90.0
9047,3rd,CSE(AIML),Fail,25.0,29.0,20.0,18.0,22.0,23.0,13.0,28.0,3.0,6.0,11.0,22.0,28.0,0.0,12.0,30.0,22.0,29.0,12.0,2.0,6.0,17.0,2.0,,16.0,43.0,22.0,30.0,44.0,67.0,21.0,26.0,61.0,35.0,1.0,86.0,30.0
9048,3rd,CSE(AIML),Pass,27.0,21.0,4.0,14.0,7.0,23.0,23.0,23.0,13.0,27.0,9.0,17.0,7.0,21.0,28.0,16.0,4.0,4.0,10.0,16.0,27.0,27.0,50.0,26.0,11.0,4.0,20.0,94.0,36.0,86.0,82.0,57.0,83.0,83.0,50.0,84.0,54.0
9049,3rd,CSE(AIML),Pass,25.0,20.0,15.0,27.0,11.0,18.0,6.0,12.0,30.0,10.0,23.0,26.0,15.0,27.0,10.0,25.0,25.0,24.0,25.0,2.0,8.0,18.0,20.0,13.0,47.0,44.0,33.0,80.0,36.0,8.0,13.0,89.0,26.0,56.0,65.0,82.0,85.0
9050,3rd,CSE,Pass,27.0,27.0,26.0,26.0,4.0,7.0,30.0,4.0,8.0,9.0,11.0,10.0,15.0,24.0,13.0,29.0,11.0,9.0,17.0,0.0,36.0,24.0,18.0,35.0,48.0,25.0,20.0,35.0,62.0,54.0,75.0,4.0,89.0,24.0,34.0,83.0,93.0
9051,3rd,CSE,Fail,0.0,27.0,1.0,20.0,30.0,9.0,7.0,16.0,9.0,7.0,13.0,24.0,2.0,4.0,29.0,17.0,18.0,5.0,0.0,25.0,33.0,24.0,44.0,,46.0,2.0,16.0,80.0,75.0,8.0,35.0,15.0,82.0,35.0,2.0,65.0,66.0
9052,3rd,CSBS,Pass,19.0,27.0,0.0,26.0,18.0,10.0,28.0,12.0,5.0,20.0,26.0,52.0,9.0,0.0,24.0,22.0,7.0,11.0,6.0,0.0,22.0,32.0,45.0,18.0,25.0,28.0,50.0,72.0,46.0,30.0,90.0,,89.0,74.0,38.0,3.0,66.0
9053,3rd,CSEAI,Pass,3.0,29.0,30.0,3.0,5.0,20.0,7.0,19.0,20.0,21.0,20.0,4.0,11.0,25.0,29.0,23.0,12.0,22.0,30.0,25.0,34.0,23.0,48.0,15.0,13.0,34.0,10.0,91.0,34.0,26.0,61.0,5.0,54.0,81.0,70.0,76.0,97.0
9054,3rd,CSE,Pass,25.0,10.0,11.0,26.0,24.0,2.0,17.0,20.0,30.0,20.0,29.0,6.0,14.0,7.0,30.0,27.0,16.0,3.0,5.0,21.0,10.0,36.0,24.0,46.0,24.0,17.0,41.0,18.0,16.0,96.0,36.0,62.0,39.0,42.0,21.0,56.0,39.0
9055,3rd,CSEAI,Fail,2.0,0.0,15.0,4.0,3.0,24.0,12.0,10.0,11.0,1.0,19.0,15.0,29.0,2.0,13.0,27.0,3.0,7.0,20.0,10.0,8.0,49.0,9.0,44.0,3.0,47.0,34.0,44.0,38.0,32.0,34.0,8.0,31.0,81.0,91.0,58.0,0.0
9056,3rd,CSE,Pass,26.0,18.0,9.0,2.0,3.0,21.0,12.0,17.0,12.0,9.0,26.0,49.0,1.0,15.0,9.0,27.0,14.0,30.0,18.0,8.0,16.0,29.0,44.0,49.0,44.0,37.0,14.0,75.0,57.0,62.0,32.0,45.0,39.0,43.0,82.0,76.0,29.0
9057,3rd,CSEAI,Pass,8.0,59.0,7.0,0.0,56.0,17.0,15.0,30.0,14.0,4.0,20.0,29.0,20.0,28.0,6.0,,12.0,6.0,22.0,28.0,24.0,29.0,39.0,33.0,1.0,35.0,8.0,42.0,96.0,38.0,49.0,68.0,92.0,4.0,63.0,61.0,56.0
9058,3rd,CSE(AIML),Pass,22.0,3.0,17.0,9.0,16.0,9.0,11.0,4.0,25.0,21.0,9.0,12.0,12.0,17.0,25.0,14.0,5.0,26.0,5.0,4.0,9.0,40.0,12.0,50.0,7.0,7.0,8.0,53.0,54.0,73.0,18.0,21.0,26.0,45.0,92.0,82.0,94.0
9059,3rd,CSBS,Pass,24.0,9.0,4.0,0.0,24.0,30.0,26.0,3.0,27.0,26.0,8.0,16.0,25.0,1.0,15.0,24.0,18.0,,3.0,21.0,35.0,1.0,40.0,34.0,35.0,4.0,46.0,79.0,80.0,78.0,36.0,99.0,24.0,18.0,89.0,72.0,11.0
9060,3rd,CSEIOTCSBT,Pass,20.0,15.0,23.0,2.0,25.0,22.0,10.0,22.0,19.0,5.0,24.0,11.0,6.0,10.0,6.0,15.0,26.0,22.0,19.0,14.0,45.0,18.0,2.0,50.0,9.0,9.0,1.0,99.0,52.0,1.0,23.0,58.0,93.0,12.0,87.0,66.0,52.0
9061,3rd,CSEIOTCSBT,Pass,11.0,30.0,27.0,30.0,6.0,22.0,23.0,13.0,18.0,28.0,26.0,18.0,10.0,26.0,20.0,4.0,28.0,11.0,2.0,,3.0,1.0,14.0,16.0,41.0,50.0,46.0,74.0,48.0,108.0,23.0,43.0,2.0,60.0,24.0,11.0,45.0
9062,3rd,CSBS,Pass,13.0,20.0,4.0,0.0,19.0,9.0,5.0,18.0,29.0,21.0,15.0,23.0,17.0,27.0,10.0,13.0,26.0,30.0,23.0,7.0,44.0,18.0,8.0,41.0,45.0,38.0,17.0,98.0,0.0,62.0,97.0,62.0,,25.0,44.0,63.0,48.0
9063,3rd,CSEIOTCSBT,Fail,26.0,9.0,15.0,16.0,13.0,18.0,19.0,12.0,3.0,29.0,17.0,6.0,3.0,7.0,14.0,22.0,18.0,7.0,25.0,2.0,44.0,21.0,47.0,20.0,38.0,45.0,3.0,28.0,24.0,39.0,3.0,90.0,42.0,1.0,41.0,30.0,80.0
9064,3rd,CSE,Pass,20.0,20.0,2.0,28.0,18.0,8.0,29.0,2.0,26.0,29.0,12.0,1.0,30.0,19.0,18.0,16.0,34.0,27.0,21.0,23.0,45.0,32.0,14.0,43.0,10.0,23.0,22.0,47.0,59.0,75.0,80.0,96.0,85.0,59.0,16.0,46.0,68.0
9065,3rd,CSE(AIML),Pass,21.0,4.0,0.0,4.0,29.0,8.0,0.0,7.0,18.0,,23.0,9.0,15.0,25.0,1.0,9.0,27.0,6.0,16.0,5.0,14.0,32.0,21.0,15.0,27.0,16.0,47.0,46.0,80.0,100.0,46.0,61.0,76.0,71.0,23.0,61.0,17.0
9066,3rd,CSBS,Pass,24.0,9.0,3.0,28.0,5.0,10.0,0.0,14.0,9.0,3.0,26.0,5.0,28.0,23.0,11.0,26.0,15.0,8.0,11.0,11.0,17.0,7.0,30.0,9.0,5.0,25.0,14.0,49.0,67.0,93.0,43.0,57.0,86.0,85.0,72.0,28.0,65.0
9067,3rd,CSBS,Pass,8.0,8.0,6.0,21.0,22.0,1.0,13.0,27.0,13.0,7.0,29.0,15.0,6.0,9.0,14.0,23.0,10.0,15.0,23.0,9.0,41.0,29.0,21.0,19.0,7.0,6.0,44.0,82.0,78.0,68.0,39.0,42.0,71.0,18.0,3.0,83.0,39.0
9068,3rd,CSEIOTCSBT,Pass,1.0,27.0,14.0,8.0,7.0,8.0,22.0,4.0,3.0,12.0,8.0,9.0,6.0,11.0,26.0,4.0,3.0,28.0,30.0,2.0,8.0,32.0,14.0,4.0,8.0,20.0,33.0,79.0,37.0,68.0,64.0,67.0,85.0,81.0,42.0,36.0,78.0
9069,3rd,CSEIOT,Pass,27.0,21.0,21.0,14.0,1.0,30.0,11.0,1.0,0.0,11.0,28.0,16.0,11.0,27.0,27.0,28.0,14.0,13.0,4.0,25.0,36.0,50.0,29.0,23.0,47.0,12.0,22.0,58.0,37.0,39.0,99.0,55.0,74.0,18.0,7.0,63.0,72.0
9070,3rd,CSEIOT,Fail,17.0,2.0,6.0,12.0,20.0,23.0,28.0,28.0,1.0,16.0,4.0,23.0,,21.0,5.0,14.0,6.0,0.0,39.0,12.0,25.0,22.0,28.0,31.0,16.0,2.0,2.0,28.0,27.0,1.0,29.0,35.0,77.0,17.0,92.0,58.0,23.0
9071,3rd,CSEIOT,Pass,7.0,19.0,20.0,0.0,28.0,25.0,26.0,10.0,6.0,29.0,20.0,29.0,29.0,7.0,10.0,6.0,26.0,6.0,11.0,30.0,4.0,36.0,36.0,43.0,14.0,50.0,28.0,7.0,90.0,40.0,85.0,43.0,69.0,51.0,83.0,66.0,39.0
9072,3rd,CSE(AIML),Pass,29.0,22.0,14.0,6.0,7.0,3.0,27.0,27.0,7.0,18.0,21.0,0.0,30.0,1.0,22.0,2.0,3.0,16.0,21.0,27.0,4.0,16.0,15.0,37.0,39.0,47.0,,97.0,57.0,53.0,40.0,22.0,14.0,90.0,82.0,11.0,73.0
9073,3rd,CSEAI,Pass,7.0,3.0,7.0,6.0,25.0,6.0,15.0,18.0,1.0,2.0,16.0,13.0,1.0,29.0,4.0,29.0,4.0,24.0,29.0,29.0,32.0,43.0,8.0,41.0,15.0,49.0,4.0,51.0,97.0,89.0,88.0,13.0,98.0,42.0,52.0,34.0,27.0
9074,3rd,CSEAI,Pass,19.0,26.0,5.0,16.0,27.0,15.0,17.0,13.0,28.0,13.0,22.0,25.0,2.0,10.0,27.0,3.0,19.0,15.0,7.0,17.0,6.0,49.0,37.0,13.0,26.0,25.0,39.0,70.0,20.0,84.0,68.0,86.0,69.0,18.0,77.0,13.0,29.0
9075,3rd,CSBS,Pass,9.0,27.0,13.0,23.0,6.0,14.0,6.0,12.0,6.0,28.0,5.0,2.0,7.0,18.0,25.0,5.0,8.0,0.0,19.0,28.0,13.0,13.0,18.0,45.0,,4.0,40.0,61.0,35.0,1.0,9.0,78.0,89.0,98.0,69.0,34.0,32.0
9076,3rd,CSE(AIML),Pass,18.0,15.0,11.0,5.0,29.0,18.0,8.0,17.0,30.0,30.0,6.0,17.0,24.0,11.0,14.0,0.0,13.0,14.0,21.0,1.0,33.0,31.0,49.0,27.0,39.0,36.0,41.0,32.0,100.0,57.0,,51.0,58.0,83.0,73.0,61.0,86.0
9077,3rd,CSE,Pass,3.0,28.0,15.0,3.0,27.0,29.0,24.0,27.0,0.0,22.0,13.0,8.0,25.0,17.0,16.0,14.0,9.0,6.0,19.0,19.0,9.0,28.0,31.0,20.0,40.0,16.0,16.0,54.0,71.0,13.0,64.0,8.0,98.0,55.0,81.0,14.0,4.0
9078,3rd,CSEIOTCSBT,Fail,10.0,22.0,21.0,11.0,30.0,19.0,14.0,2.0,3.0,27.0,18.0,,27.0,4.0,18.0,15.0,27.0,23.0,20.0,30.0,33.0,8.0,3.0,41.0,3.0,20.0,4.0,85.0,42.0,12.0,31.0,4.0,64.0,40.0,60.0,11.0,29.0
9079,3rd,CSE(AIML),Pass,8.0,6.0,2.0,19.0,20.0,5.0,,23.0,23.0,23.0,,29.0,21.0,59.0,21.0,2.0,12.0,14.0,20.0,9.0,30.0,49.0,28.0,16.0,2.0,41.0,10.0,60.0,76.0,23.0,66.0,68.0,88.0,92.0,49.0,76.0,85.0
9080,3rd,CSEAI,Pass,18.0,12.0,7.0,5.0,20.0,25.0,26.0,14.0,2.0,19.0,2.0,18.0,24.0,6.0,13.0,11.0,7.0,13.0,29.0,8.0,33.0,10.0,18.0,24.0,42.0,47.0,40.0,85.0,10.0,91.0,89.0,5.0,55.0,19.0,43.0,92.0,71.0
9081,3rd,CSE,Pass,6.0,30.0,5.0,10.0,7.0,4.0,30.0,13.0,28.0,16.0,12.0,19.0,11.0,2.0,8.0,28.0,0.0,3.0,8.0,26.0,20.0,49.0,22.0,31.0,2.0,0.0,20.0,93.0,52.0,6.0,111.0,32.0,100.0,95.0,,40.0,59.0
9082,3rd,CSEIOT,Pass,19.0,14.0,11.0,7.0,15.0,18.0,56.0,15.0,8.0,9.0,19.0,1.0,18.0,1.0,25.0,27.0,1.0,19.0,3.0,30.0,36.0,23.0,1.0,9.0,48.0,46.0,34.0,79.0,5.0,15.0,67.0,86.0,17.0,34.0,42.0,35.0,87.0
9083,3rd,CSEIOT,Pass,12.0,22.0,10.0,18.0,11.0,16.0,5.0,24.0,24.0,30.0,16.0,5.0,18.0,11.0,21.0,13.0,12.0,0.0,2.0,13.0,24.0,19.0,49.0,28.0,37.0,47.0,7.0,78.0,97.0,33.0,2.0,97.0,65.0,7.0,75.0,43.0,20.0
9084,3rd,CSEAI,Pass,30.0,2.0,6.0,4.0,26.0,9.0,22.0,28.0,7.0,26.0,30.0,19.0,9.0,27.0,0.0,14.0,23.0,2.0,25.0,23.0,24.0,45.0,49.0,49.0,18.0,12.0,25.0,62.0,73.0,75.0,60.0,100.0,82.0,34.0,67.0,87.0,87.0
9085,3rd,CSEAI,Pass,0.0,7.0,23.0,3.0,17.0,8.0,30.0,3.0,4.0,4.0,1.0,4.0,16.0,24.0,22.0,11.0,26.0,24.0,28.0,1.0,44.0,34.0,35.0,32.0,19.0,26.0,8.0,60.0,49.0,66.0,56.0,49.0,60.0,60.0,77.0,58.0,84.0
9086,3rd,CSE,Fail,10.0,18.0,18.0,27.0,0.0,1.0,22.0,26.0,1.0,24.0,8.0,5.0,11.0,18.0,2.0,3.0,11.0,28.0,3.0,9.0,30.0,6.0,9.0,21.0,26.0,2.0,27.0,9.0,71.0,19.0,95.0,39.0,88.0,73.0,62.0,4.0,62.0
9087,3rd,CSEIOT,Pass,29.0,21.0,20.0,28.0,19.0,26.0,12.0,30.0,21.0,24.0,8.0,30.0,23.0,20.0,3.0,25.0,56.0,27.0,18.0,27.0,47.0,12.0,31.0,25.0,41.0,34.0,43.0,43.0,37.0,75.0,44.0,21.0,49.0,3.0,52.0,82.0,55.0
9088,3rd,CSEIOT,Pass,22.0,22.0,2.0,18.0,3.0,4.0,11.0,4.0,15.0,32.0,0.0,7.0,13.0,25.0,0.0,18.0,5.0,30.0,0.0,12.0,38.0,38.0,17.0,42.0,32.0,12.0,1.0,3.0,75.0,47.0,69.0,4.0,84.0,48.0,66.0,24.0,82.0
9089,3rd,CSE,Pass,18.0,25.0,20.0,7.0,17.0,10.0,3.0,17.0,21.0,26.0,3.0,,19.0,7.0,6.0,29.0,1.0,13.0,15.0,26.0,42.0,16.0,22.0,48.0,22.0,19.0,34.0,35.0,76.0,59.0,79.0,35.0,7.0,92.0,59.0,26.0,97.0
9090,3rd,CSE(AIML),Pass,21.0,2.0,7.0,1.0,6.0,0.0,,27.0,11.0,13.0,1.0,21.0,16.0,14.0,11.0,6.0,11.0,1.0,29.0,3.0,45.0,27.0,16.0,40.0,18.0,33.0,15.0,53.0,66.0,14.0,61.0,99.0,37.0,72.0,73.0,33.0,69.0
9091,3rd,CSE(AIML),Pass,27.0,18.0,15.0,28.0,11.0,6.0,6.0,7.0,24.0,3.0,21.0,9.0,30.0,12.0,24.0,6.0,19.0,28.0,9.0,8.0,30.0,29.0,16.0,22.0,34.0,0.0,32.0,79.0,98.0,40.0,16.0,40.0,85.0,71.0,22.0,69.0,57.0
9092,3rd,CSE(AIML),Pass,21.0,13.0,14.0,24.0,1.0,24.0,17.0,3.0,0.0,13.0,30.0,22.0,0.0,13.0,23.0,23.0,2.0,17.0,23.0,22.0,47.0,13.0,49.0,11.0,20.0,14.0,36.0,56.0,91.0,18.0,39.0,88.0,28.0,32.0,13.0,16.0,35.0
9093,3rd,CSEAI,Pass,0.0,22.0,11.0,15.0,24.0,7.0,11.0,18.0,1.0,7.0,21.0,7.0,22.0,18.0,2.0,6.0,22.0,1.0,16.0,9.0,18.0,36.0,36.0,42.0,9.0,24.0,8.0,54.0,81.0,,79.0,6.0,56.0,52.0,86.0,27.0,52.0
9094,3rd,CSEIOT,Pass,11.0,8.0,14.0,12.0,5.0,6.0,19.0,28.0,5.0,24.0,14.0,24.0,20.0,14.0,21.0,12.0,19.0,10.0,8.0,21.0,13.0,13.0,23.0,,48.0,41.0,30.0,91.0,42.0,96.0,51.0,46.0,97.0,90.0,21.0,32.0,8.0
9095,3rd,CSEIOTCSBT,Pass,28.0,10.0,14.0,4.0,26.0,1.0,14.0,23.0,18.0,15.0,28.0,11.0,5.0,21.0,16.0,25.0,21.0,19.0,19.0,27.0,38.0,29.0,49.0,24.0,48.0,31.0,36.0,40.0,96.0,2.0,,49.0,38.0,1.0,60.0,77.0,60.0
9096,3rd,CSEIOTCSBT,Pass,28.0,30.0,13.0,4.0,8.0,27.0,22.0,9.0,12.0,28.0,22.0,19.0,3.0,6.0,24.0,14.0,17.0,22.0,22.0,19.0,19.0,14.0,33.0,15.0,48.0,34.0,3.0,82.0,11.0,27.0,68.0,50.0,100.0,74.0,80.0,43.0,23.0
9097,3rd,CSE(AIML),Pass,2.0,14.0,27.0,8.0,2.0,1.0,25.0,2.0,17.0,27.0,14.0,11.0,4.0,24.0,18.0,15.0,20.0,21.0,10.0,12.0,4.0,32.0,45.0,32.0,2.0,0.0,11.0,99.0,92.0,51.0,53.0,58.0,28.0,45.0,34.0,36.0,10.0
